# Time Series: Nisqually 2001 - UNR-058
# Time (s),Acceleration (g's)
89.25,0.0031566946918672534
89.26,0.003310590262729882
89.27,0.0032176839185654635
89.28,0.0039061555169196413
89.29,0.004312573610764124
89.3,0.004171536661347147
89.31,0.004294942717441736
89.32,0.004986758984974481
89.33,0.005108247974588672
89.34,0.004816660123487634
89.35,0.005443683622847761
89.36,0.005759571311304064
89.37,0.005363156633508894
89.38,0.005631882447114968
89.39,0.00593348391142745
89.4,0.005675709849948759
89.41,0.005485614353525414
89.42,0.00559709992709029
89.43,0.005593286188453754
89.44,0.0052330816333814294
89.45,0.005410797774979223
89.46,0.005544686513743225
89.47,0.004825235936838777
89.48,0.005086813539791875
89.49,0.005396032284215303
89.5,0.004518882594973819
89.51,0.004572244344398953
89.52,0.0048962285795863016
89.53,0.004222522471996043
89.54,0.0038661316555602576
89.55,0.004125802389195087
89.56,0.0037198635619707034
89.57,0.003111429489173163
89.58,0.003230063273391015
89.59,0.0029718303396164846
89.6,0.002204249157459479
89.61,0.0019693575278000135
89.62,0.002151366674654444
89.63,0.0014666986177746732
89.64,7.100895820693101E-4
89.65,9.092483161936033E-4
89.66,4.5375637959955745E-4
89.67,-3.219142112750022E-4
89.68,-2.509215685274788E-4
89.69,-4.634222695823752E-4
89.7,-0.0012019293030749543
89.71,-0.0012610116604548952
89.72,-0.00126910820718594
89.73,-0.0018098943064145247
89.74,-0.0021605645148955045
89.75,-0.0021624611870516433
89.76,-0.0023273187072037848
89.77,-0.003051531358822839
89.78,-0.0030229385162109383
89.79,-0.0028528498518862197
89.8,-0.003572300428790667
89.81,-0.003631382786170609
89.82,-0.003381705271422963
89.83,-0.00394964641340315
89.84,-0.0044537431232887885
89.85,-0.004096403970774933
89.86,-0.004375602269888291
89.87,-0.005095532113412837
89.88,-0.004951639958599522
89.89,-0.0047762997557779675
89.9,-0.0052193970418032655
89.91,-0.005423330087236721
89.92,-0.004782968699810842
89.93,-0.0050507359801767165
89.94,-0.005224169313680003
89.95,-0.004567614832792034
89.96,-0.004553318411486083
89.97,-0.0043593989792640704
89.98,-0.003839109175916342
89.99,-0.00344698750337781
90.0,-0.0033335950604946644
90.01,-0.002922894158555674
90.02,-0.002254419195137993
90.03,-0.0019628313440369543
90.04,-0.001742705205141409
90.05,-0.0010494613349104943
90.06,-7.292847200624067E-4
90.07,-8.517342823492222E-4
90.08,-8.368739579774947E-5
90.09,2.3696777186908884E-4
90.1,-7.225240015703629E-5
90.11,3.1558381302483515E-4
90.12,9.459346463879103E-4
90.13,8.087144947561093E-4
90.14,8.758964580157342E-4
90.15,0.0017359036980008462
90.16,0.00183690658889631
90.17,0.0017968929246990563
90.18,0.0024739335043057514
90.19,0.0030580575425858984
90.2,0.0027960108701748304
90.21,0.003227677137452647
90.22,0.0044212039789326635
90.23,0.004068626901133414
90.24,0.004113412837207405
90.25,0.005279784635935819
90.26,0.005447007897702069
90.27,0.0051373200838206725
90.28,0.005560889804367444
90.29,0.005971590706306435
90.3,0.0055523139910163
90.31,0.005600913665726828
90.32,0.0061154828611197495
90.33,0.005664747900659246
90.34,0.00518781643068734
90.35,0.005702385626080261
90.36,0.005463690454946389
90.37,0.004785222272641524
90.38,0.005232612563923459
90.39,0.00518781643068734
90.4,0.004538889427072446
90.41,0.00471469869935197
90.42,0.005012955494485885
90.43,0.004545079104485222
90.44,0.004231098285347188
90.45,0.004602264789709024
90.46,0.004353066541581478
90.47,0.003582171281732294
90.48,0.0037427255994656686
90.49,0.0038937659649319594
90.5,0.002889396480959349
90.51,0.0025010885470573537
90.52,0.002657839323316321
90.53,0.0016734766714423374
90.54,9.178241295447477E-4
90.55,9.973925856434154E-4
